Country,Metric,Geography level,Unit,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,
Netherlands,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.3%,63.4%,78.4%,
Netherlands,Fixed broadband coverage,Total,% of Households,99.5%,99.5%,99.5%,99.5%,97.7%,99.5%,99.5%,99.5%,99.3%,99.3%,99.7%,
Netherlands,NGA coverage,Total,% of Households,97.6%,98.4%,98.3%,98.3%,98.3%,98.3%,98.3%,98.3%,99.2%,99.2%,99.2%,
Netherlands,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,88.6%,89.8%,90.6%,97.8%,98.3%,
Netherlands,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,98.3%,
Netherlands,DSL,Total,% of Households,69.7%,69.7%,69.7%,69.7%,69.8%,69.6%,69.4%,69.3%,61.1%,57.6%,53.8%,
Netherlands,VDSL,Total,% of Households,51.6%,52.9%,54.9%,56.8%,61.5%,63.8%,64.3%,65.2%,59.5%,55.8%,52.8%,
Netherlands,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.8%,11.1%,44.9%,43.5%,41.6%,
Netherlands,FTTP,Total,% of Households,23.3%,28.2%,29.7%,31.2%,31.9%,32.2%,34.4%,35.6%,51.9%,63.4%,77.7%,
Netherlands,Cable modem DOCSIS 3.0,Total,% of Households,95.0%,96.8%,95.1%,95.1%,95.1%,95.1%,95.2%,95.2%,94.2%,94.1%,88.6%,
Netherlands,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,77.0%,78.6%,79.8%,88.9%,87.8%,
Netherlands,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,86.7%,86.7%,86.7%,86.7%,0.0%,
Netherlands,LTE,Total,% of Households,90.4%,99.6%,99.6%,99.3%,99.4%,99.4%,99.4%,99.5%,96.4%,100.0%,#N/A,
Netherlands,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,90.6%,99.6%,99.6%,99.3%,99.4%,96.8%,#N/A,#N/A,
Netherlands,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,80.0%,97.0%,100.0%,100.0%,
Netherlands,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,
Netherlands,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Netherlands,Overall broadband coverage,Total,% of Households,99.7%,99.7%,99.7%,99.7%,99.8%,99.7%,#N/A,#N/A,#N/A,#N/A,#N/A,
Netherlands,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,92.9%,93.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Netherlands,Cable modem,Total,% of Households,95.8%,96.8%,95.1%,95.1%,95.1%,95.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Netherlands,WiMAX,Total,% of Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Netherlands,HSPA,Total,% of Households,99.0%,99.6%,99.6%,99.6%,99.6%,99.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,Land area,Total,km squared,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,32378600.0%,
Norway,Population,Total,###,498587000.0%,505127500.0%,510797000.0%,516649300.0%,524364500.0%,529561900.0%,527789900.0%,532492200.0%,538129905.3%,539366900.0%,542757000.0%,
Norway,Households,Total,###,237422342.8%,240536865.5%,243236626.6%,234879700.0%,237697100.0%,240922100.0%,243924200.0%,238684120.7%,251231700.0%,254590200.0%,258172100.0%,
Norway,Broadband coverage (>2Mbps),Total,% of Households,96.7%,95.2%,100.0%,95.3%,94.4%,96.8%,98.0%,97.8%,#N/A,#N/A,#N/A,
Norway,Broadband coverage (>30Mbps),Total,% of Households,71.9%,75.0%,78.6%,82.4%,83.8%,86.0%,89.3%,91.0%,91.7%,98.5%,99.8%,
Norway,Broadband coverage (>100Mbps),Total,% of Households,23.0%,28.0%,73.0%,77.6%,79.8%,82.0%,85.7%,88.5%,89.2%,93.6%,96.6%,
Norway,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,50.2%,52.9%,86.5%,92.5%,95.1%,
Norway,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,73.6%,81.9%,87.2%,
Norway,Fixed broadband coverage,Total,% of Households,96.7%,95.2%,94.7%,95.3%,94.4%,96.8%,98.6%,98.9%,98.1%,99.8%,99.9%,
Norway,NGA coverage,Total,% of Households,75.4%,78.0%,79.6%,85.3%,86.5%,83.5%,89.3%,92.8%,91.8%,94.1%,95.2%,
Norway,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,71.4%,73.7%,75.8%,81.9%,93.1%,
Norway,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,DSL,Total,% of Households,93.5%,90.4%,89.5%,90.6%,91.6%,93.8%,94.0%,94.7%,92.5%,91.6%,91.6%,
Norway,VDSL,Total,% of Households,32.1%,36.5%,47.3%,49.9%,56.6%,59.8%,59.8%,59.1%,58.4%,56.6%,56.6%,
Norway,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Norway,FTTP,Total,% of Households,33.8%,40.0%,41.1%,45.9%,51.9%,58.7%,71.4%,73.7%,75.3%,81.9%,87.2%,
Norway,Cable modem DOCSIS 3.0,Total,% of Households,48.0%,49.5%,50.3%,52.5%,51.3%,49.0%,45.1%,44.5%,40.3%,40.7%,40.8%,
Norway,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,1.0%,32.5%,38.8%,
Norway,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,97.9%,94.1%,86.5%,92.6%,
Norway,LTE,Total,% of Households,67.7%,83.0%,99.6%,100.0%,99.7%,99.8%,99.9%,99.9%,100.0%,100.0%,#N/A,
Norway,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,99.3%,99.4%,99.5%,99.9%,99.9%,98.6%,#N/A,#N/A,
Norway,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,2.4%,23.8%,81.5%,95.3%,
Norway,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.7%,61.9%,
Norway,Satellite,Total,% of Households,97.2%,97.2%,97.2%,97.3%,97.2%,97.2%,97.2%,97.2%,97.2%,97.2%,97.2%,
Norway,Overall broadband coverage,Total,% of Households,98.6%,99.3%,99.5%,100.0%,100.0%,99.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,79.7%,81.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,Cable modem,Total,% of Households,49.0%,49.5%,50.6%,52.5%,51.3%,49.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,WiMAX,Total,% of Households,38.9%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Norway,HSPA,Total,% of Households,96.5%,98.6%,99.0%,99.9%,99.7%,99.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,Land area,Total,km squared,31267900.0%,31267900.0%,31267900.0%,31267900.0%,31267900.0%,31188764.0%,31188764.0%,31188764.0%,30781800.0%,30781800.0%,30781800.0%,
Poland,Population,Total,###,3853844700.0%,3853329900.0%,3801785600.0%,3801705900.0%,3784898500.0%,3797296400.0%,3798129900.0%,3798266600.0%,3795813800.0%,3784000100.0%,3765424700.0%,
Poland,Households,Total,###,1376373200.0%,1376189415.7%,1357780732.1%,1357752267.4%,1351749633.0%,1366907321.2%,1469206400.0%,1502422400.0%,1506557000.0%,1539678500.0%,1539678500.0%,
Poland,Broadband coverage (>2Mbps),Total,% of Households,66.9%,67.2%,67.8%,68.3%,68.3%,68.8%,69.3%,88.6%,#N/A,#N/A,#N/A,
Poland,Broadband coverage (>30Mbps),Total,% of Households,49.7%,50.2%,50.9%,50.6%,50.2%,53.0%,59.6%,74.9%,77.0%,76.0%,86.9%,
Poland,Broadband coverage (>100Mbps),Total,% of Households,12.4%,13.5%,22.0%,28.7%,35.4%,40.4%,51.3%,63.4%,69.2%,73.8%,81.5%,
Poland,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,24.4%,46.6%,55.2%,62.2%,75.1%,
Poland,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.0%,
Poland,Fixed broadband coverage,Total,% of Households,79.1%,79.6%,80.2%,80.9%,81.5%,81.5%,83.5%,88.6%,89.7%,82.9%,86.9%,
Poland,NGA coverage,Total,% of Households,52.1%,53.4%,60.7%,61.1%,64.8%,67.1%,75.9%,76.2%,78.2%,73.4%,84.0%,
Poland,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,60.3%,64.6%,70.0%,70.7%,81.1%,
Poland,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,DSL,Total,% of Households,65.4%,65.8%,66.0%,65.7%,65.2%,65.4%,65.4%,63.4%,64.5%,57.1%,54.9%,
Poland,VDSL,Total,% of Households,35.9%,37.4%,38.7%,38.6%,37.8%,37.2%,37.2%,35.4%,26.6%,24.2%,39.5%,
Poland,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,29.3%,27.4%,18.7%,16.6%,29.0%,
Poland,FTTP,Total,% of Households,3.5%,7.3%,9.0%,14.8%,21.3%,29.1%,38.3%,44.6%,51.9%,59.5%,75.4%,
Poland,Cable modem DOCSIS 3.0,Total,% of Households,37.6%,38.1%,38.0%,38.3%,39.4%,40.0%,44.1%,43.4%,43.9%,43.4%,41.8%,
Poland,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,42.0%,42.4%,43.0%,42.8%,41.7%,
Poland,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,13.4%,14.7%,15.5%,14.4%,15.3%,
Poland,LTE,Total,% of Households,78.4%,87.3%,95.6%,99.9%,99.9%,100.0%,99.9%,99.9%,99.9%,99.2%,#N/A,
Poland,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,90.7%,91.0%,93.3%,99.2%,99.3%,99.5%,#N/A,#N/A,
Poland,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,10.3%,34.2%,63.4%,71.9%,
Poland,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,
Poland,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Poland,Overall broadband coverage,Total,% of Households,98.1%,99.8%,99.8%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,49.3%,54.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,Cable modem,Total,% of Households,38.1%,38.9%,39.5%,40.2%,40.4%,41.1%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,WiMAX,Total,% of Households,0.4%,2.5%,2.4%,1.8%,1.9%,2.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Poland,HSPA,Total,% of Households,98.3%,99.5%,99.3%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,Land area,Total,km squared,9221190.0%,9221190.0%,9221190.0%,9221190.0%,9221190.0%,9222522.0%,9222522.0%,9222522.0%,9222522.0%,9222522.0%,9222522.0%,
Portugal,Population,Total,###,1048728900.0%,1048728900.0%,1037482200.0%,1047215868.4%,1034133000.0%,1029102700.0%,1029102700.0%,1027661700.0%,1029590900.0%,1029825200.0%,1035204200.0%,
Portugal,Households,Total,###,404372600.0%,404372600.0%,404337200.0%,408139152.9%,407234844.7%,406330536.4%,404974357.4%,403184924.2%,403928962.4%,404052828.3%,406151687.4%,
Portugal,Broadband coverage (>2Mbps),Total,% of Households,93.7%,93.4%,92.9%,92.7%,91.4%,91.7%,91.6%,92.1%,#N/A,#N/A,#N/A,
Portugal,Broadband coverage (>30Mbps),Total,% of Households,63.9%,65.1%,66.3%,67.1%,71.7%,75.6%,83.0%,89.7%,92.8%,94.9%,95.7%,
Portugal,Broadband coverage (>100Mbps),Total,% of Households,42.1%,45.3%,47.2%,49.6%,63.6%,70.2%,76.6%,89.5%,92.8%,94.9%,95.7%,
Portugal,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,70.5%,83.4%,86.0%,88.4%,89.5%,
Portugal,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,Fixed broadband coverage,Total,% of Households,95.1%,94.8%,94.6%,94.3%,93.5%,93.6%,94.9%,95.2%,96.3%,97.3%,97.6%,
Portugal,NGA coverage,Total,% of Households,64.9%,65.8%,66.4%,67.1%,71.7%,75.6%,83.0%,86.6%,90.5%,93.0%,94.2%,
Portugal,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,83.0%,86.6%,90.5%,93.0%,94.2%,
Portugal,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,DSL,Total,% of Households,86.2%,85.9%,85.5%,87.7%,86.1%,86.0%,85.4%,85.4%,85.4%,85.4%,85.3%,
Portugal,VDSL,Total,% of Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,
Portugal,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Portugal,FTTP,Total,% of Households,42.1%,45.3%,47.2%,49.6%,63.6%,70.2%,76.6%,82.3%,87.6%,90.8%,92.3%,
Portugal,Cable modem DOCSIS 3.0,Total,% of Households,53.8%,54.9%,55.6%,56.0%,56.2%,56.3%,59.5%,59.4%,57.6%,57.5%,57.8%,
Portugal,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,59.5%,59.4%,57.6%,57.5%,57.8%,
Portugal,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Portugal,LTE,Total,% of Households,91.3%,94.2%,94.3%,98.8%,98.9%,99.2%,99.7%,99.9%,99.8%,100.0%,#N/A,
Portugal,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,93.5%,93.6%,95.9%,95.9%,96.6%,99.4%,#N/A,#N/A,
Portugal,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,70.1%,98.1%,
Portugal,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,48.2%,65.2%,
Portugal,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Portugal,Overall broadband coverage,Total,% of Households,99.7%,99.6%,99.5%,99.4%,99.2%,99.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,71.7%,75.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,Cable modem,Total,% of Households,53.8%,54.9%,55.6%,56.0%,56.2%,56.3%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,WiMAX,Total,% of Households,0.0%,0.0%,0.0%,0.0%,0.0%,0.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Portugal,HSPA,Total,% of Households,95.3%,96.7%,97.1%,98.8%,98.8%,99.2%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,Land area,Total,km squared,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,23839300.0%,
Romania,Population,Total,###,2012168000.0%,2009599600.0%,1994731100.0%,1987064700.0%,1987064700.0%,1964435000.0%,1953063100.0%,1953063100.0%,1932883800.0%,1932883800.0%,1932883800.0%,
Romania,Households,Total,###,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,748117100.0%,
Romania,Broadband coverage (>2Mbps),Total,% of Households,83.2%,89.3%,88.8%,88.6%,88.1%,87.1%,87.4%,89.5%,#N/A,#N/A,#N/A,
Romania,Broadband coverage (>30Mbps),Total,% of Households,34.5%,64.8%,65.9%,66.9%,67.9%,75.6%,82.0%,87.0%,93.7%,96.1%,95.8%,
Romania,Broadband coverage (>100Mbps),Total,% of Households,18.4%,60.2%,61.8%,63.4%,64.9%,73.8%,77.7%,82.8%,88.6%,94.5%,95.7%,
Romania,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,65.9%,72.8%,85.2%,91.8%,95.0%,
Romania,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,
Romania,Fixed broadband coverage,Total,% of Households,90.0%,89.4%,88.8%,88.6%,88.1%,87.1%,87.4%,89.5%,94.1%,97.8%,97.8%,
Romania,NGA coverage,Total,% of Households,65.9%,69.2%,70.4%,71.7%,74.0%,75.6%,82.0%,87.0%,93.3%,97.2%,95.9%,
Romania,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,68.1%,75.9%,87.1%,95.6%,95.0%,
Romania,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,95.7%,
Romania,DSL,Total,% of Households,75.8%,71.4%,68.3%,65.9%,61.9%,57.8%,56.7%,55.9%,55.1%,53.1%,37.5%,
Romania,VDSL,Total,% of Households,15.9%,13.7%,11.8%,11.0%,9.4%,8.6%,9.2%,9.1%,9.1%,9.1%,5.5%,
Romania,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,0.0%,
Romania,FTTP,Total,% of Households,54.7%,58.0%,58.2%,59.7%,61.0%,62.7%,68.1%,75.9%,87.1%,95.6%,95.0%,
Romania,Cable modem DOCSIS 3.0,Total,% of Households,26.2%,29.3%,28.9%,30.6%,35.9%,37.7%,42.8%,42.3%,43.7%,40.2%,32.9%,
Romania,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,0.0%,0.0%,0.0%,8.5%,
Romania,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,56.1%,56.1%,58.0%,58.0%,52.6%,
Romania,LTE,Total,% of Households,25.0%,55.8%,66.1%,75.2%,93.6%,96.3%,99.1%,99.7%,99.9%,100.0%,#N/A,
Romania,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,44.7%,72.0%,77.3%,85.4%,93.9%,97.1%,#N/A,#N/A,
Romania,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,11.7%,24.9%,26.8%,32.8%,
Romania,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,25.7%,28.9%,
Romania,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Romania,Overall broadband coverage,Total,% of Households,99.9%,99.8%,99.9%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,72.8%,74.8%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,Cable modem,Total,% of Households,28.8%,32.7%,30.9%,32.3%,40.3%,43.4%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,WiMAX,Total,% of Households,60.7%,67.4%,65.5%,67.4%,67.3%,66.7%,#N/A,#N/A,#N/A,#N/A,#N/A,
Romania,HSPA,Total,% of Households,99.7%,99.7%,99.8%,100.0%,100.0%,100.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,Land area,Total,km squared,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903600.0%,4903400.0%,
Slovakia,Population,Total,###,540432200.0%,541952300.0%,541594900.0%,542134900.0%,542134900.0%,543534300.0%,544312000.0%,544312000.0%,545787300.0%,545978100.0%,544927000.0%,
Slovakia,Households,Total,###,193553800.0%,193553800.0%,193619700.0%,193619607.1%,193794714.3%,194119392.9%,193635200.0%,193635200.0%,169308581.7%,169399795.3%,183315000.0%,
Slovakia,Broadband coverage (>2Mbps),Total,% of Households,76.1%,86.5%,86.3%,87.6%,87.3%,88.3%,92.8%,97.4%,#N/A,#N/A,#N/A,
Slovakia,Broadband coverage (>30Mbps),Total,% of Households,45.9%,48.8%,53.9%,64.3%,70.0%,72.4%,70.9%,74.1%,82.3%,82.8%,97.4%,
Slovakia,Broadband coverage (>100Mbps),Total,% of Households,32.4%,35.9%,45.0%,49.0%,53.1%,54.7%,57.3%,61.9%,75.4%,80.2%,84.7%,
Slovakia,Broadband coverage (>1Gbps),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,19.2%,21.4%,28.0%,40.3%,60.9%,
Slovakia,Broadband coverage (>1Gbps upload and download),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,Fixed broadband coverage,Total,% of Households,86.5%,86.8%,86.3%,88.0%,88.3%,88.6%,92.9%,97.4%,97.4%,97.4%,97.4%,
Slovakia,NGA coverage,Total,% of Households,47.1%,50.5%,54.4%,64.9%,70.2%,72.6%,73.7%,75.2%,84.3%,84.4%,84.7%,
Slovakia,Fixed VHCN coverage (FTTP & DOCSIS 3.1),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,45.5%,50.2%,66.7%,71.3%,69.1%,
Slovakia,VHCN coverage (as defined by BEREC),Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,69.1%,
Slovakia,DSL,Total,% of Households,70.5%,70.9%,71.2%,72.5%,74.6%,77.0%,77.0%,77.0%,71.5%,66.9%,55.9%,
Slovakia,VDSL,Total,% of Households,10.3%,11.7%,16.9%,28.7%,36.1%,39.5%,39.3%,39.3%,57.7%,54.7%,45.2%,
Slovakia,VDSL 2 Vectoring,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,21.0%,33.4%,32.0%,26.5%,
Slovakia,FTTP,Total,% of Households,29.5%,32.0%,36.1%,39.5%,41.2%,42.9%,44.3%,49.2%,62.3%,66.9%,64.2%,
Slovakia,Cable modem DOCSIS 3.0,Total,% of Households,24.8%,25.4%,25.3%,27.9%,29.7%,30.0%,32.2%,32.9%,39.4%,40.7%,37.8%,
Slovakia,Cable modem DOCSIS 3.1,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,8.6%,9.7%,17.4%,17.6%,16.4%,
Slovakia,FWA,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,78.1%,94.8%,94.8%,94.9%,94.8%,
Slovakia,LTE,Total,% of Households,24.0%,52.2%,61.2%,90.3%,96.3%,97.4%,98.4%,98.4%,98.4%,94.8%,#N/A,
Slovakia,Average LTE coverage,Total,% of Households,#N/A,#N/A,#N/A,70.9%,81.5%,86.6%,88.8%,89.6%,90.9%,#N/A,#N/A,
Slovakia,5G,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0%,13.8%,55.3%,79.0%,
Slovakia,5G in the 3.4–3.8 GHz band,Total,% of Households,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,39.2%,47.5%,
Slovakia,Satellite,Total,% of Households,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,
Slovakia,Overall broadband coverage,Total,% of Households,93.3%,95.9%,95.9%,95.9%,98.2%,98.7%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,DOCSIS 3.0 & FTTP coverage,Total,% of Households,#N/A,#N/A,#N/A,#N/A,53.8%,55.5%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,Cable modem,Total,% of Households,27.7%,28.4%,28.8%,30.4%,30.2%,30.0%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,WiMAX,Total,% of Households,49.9%,50.1%,50.0%,50.0%,49.9%,49.9%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovakia,HSPA,Total,% of Households,86.1%,91.1%,91.8%,90.7%,92.3%,96.6%,#N/A,#N/A,#N/A,#N/A,#N/A,
Slovenia,Land area,Total,km squared,2027300.0%,2027300.0%,2027300.0%,2027400.0%,2027500.0%,2027500.0%,2027500.0%,2027500.0%,2027500.0%,2027500.0%,2027100.0%,
Slovenia,Population,Total,###,205549600.0%,205882100.0%,206108500.0%,206129200.0%,205944300.0%,205987500.0%,205411500.0%,205260200.0%,204666800.0%,210897700.0%,204829000.0%,
Slovenia,Households,Total,###,82219879.7%,82352879.2%,82443438.7%,83896100.0%,85316900.0%,86888100.0%,87009900.0%,86981200.0%,68964300.0%,69276100.0%,69653900.0%,
Slovenia,Broadband coverage (>2Mbps),Total,% of Households,97.8%,97.7%,97.6%,97.5%,97.7%,98.0%,98.8%,98.9%,#N/A,#N/A,#N/A,
